"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSG00000000003" 14.2698369158562 -1.45509280439966 0.363417796034031 -4.00391180695895 6.23035993353529e-05 0.000334149449810385
"ENSG00000000419" 1246.81863734513 -0.0962679774871014 0.0572158795833674 -1.68253950106338 0.0924642719046412 0.165601393272811
"ENSG00000000457" 903.268343442282 -0.19038560482886 0.0681370428007263 -2.79415714276978 0.00520351860943509 0.0149867372905322
"ENSG00000000460" 185.669210729699 0.438325552099343 0.11828376202027 3.70571196428659 0.000210797752814637 0.000962974706204332
"ENSG00000000938" 36696.2437048336 1.09043445682293 0.220620726180724 4.94257486909769 7.70974828021388e-07 7.45155231221392e-06
"ENSG00000000971" 16.9599741494336 -1.26168935914954 0.298028128765055 -4.23345730611948 2.30125886217906e-05 0.00014093031319205
"ENSG00000001036" 1276.53375180263 0.305014459065633 0.139327002862415 2.18919845255578 0.0285824190831053 0.0633168006310118
"ENSG00000001084" 1032.8455920102 -0.0656022104478494 0.212306748953932 -0.308997291753944 0.757323586952468 0.82619250868091
"ENSG00000001167" 1991.14244219562 0.060232410359831 0.101771530763961 0.59183948504743 0.553958079838471 0.660155128391379
"ENSG00000001460" 96.1913668828214 -0.152291516810312 0.145741702467964 -1.04494125038637 0.296050123171223 0.413082999072588
"ENSG00000001461" 1252.1551853549 -0.469364340442584 0.132792300887001 -3.53457495131429 0.000408431582160241 0.00170143864967344
"ENSG00000001497" 949.07830003808 -0.0172971889621399 0.127168519269296 -0.136017853015264 0.891807167463784 0.926681728814492
"ENSG00000001561" 835.347282776798 -0.312255861421554 0.169066455640079 -1.84694154874996 0.0647556121584474 0.124055928373
"ENSG00000001617" 3.23739703765561 3.32105286271167 0.844409555340411 3.93298825399108 8.38963388272758e-05 0.000433232808223823
"ENSG00000001629" 1486.62443227768 -0.0464437372430774 0.152475290544551 -0.304598450524068 0.7606720002782 0.828332602228131
"ENSG00000001630" 17.2321960419501 1.76650989016589 0.341185238481601 5.1775683438929 2.24796605391535e-07 2.59785421860019e-06
